Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_Tenure_Days,Age,Total_Spending,Total_Children,Total_Purchases,Total_Accepted_Campaigns,Average_Spending_Per_Purchase,Web_Purchase_Ratio,Store_Purchase_Ratio,Catalog_Purchase_Ratio,Deal_Purchase_Ratio,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
68743.0,0.0,0.0,81.0,1132.0,134.0,384.0,175.0,134.0,115.0,1.0,11.0,5.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,47.0,2074.0,0.0,30.0,0.0,69.13333333333334,0.36666666666666664,0.43333333333333335,0.16666666666666666,0.03333333333333333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41039.0,0.0,0.0,32.0,34.0,11.0,137.0,179.0,61.0,45.0,1.0,8.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,32.0,467.0,0.0,15.0,0.0,31.133333333333333,0.5333333333333333,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38946.0,0.0,1.0,84.0,116.0,6.0,82.0,6.0,6.0,41.0,2.0,3.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,59.0,257.0,1.0,12.0,0.0,21.416666666666668,0.25,0.5,0.08333333333333333,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
65777.0,0.0,0.0,87.0,565.0,32.0,435.0,28.0,32.0,54.0,1.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,47.0,1146.0,0.0,17.0,0.0,67.41176470588235,0.11764705882352941,0.35294117647058826,0.47058823529411764,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66476.0,0.0,1.0,99.0,372.0,18.0,126.0,47.0,48.0,78.0,2.0,5.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,38.0,689.0,1.0,20.0,0.0,34.45,0.25,0.55,0.1,0.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
86857.0,0.0,0.0,96.0,899.0,102.0,838.0,133.0,102.0,40.0,1.0,5.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,656.0,42.0,2114.0,0.0,22.0,1.0,96.0909090909091,0.22727272727272727,0.45454545454545453,0.2727272727272727,0.045454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160803.0,0.0,0.0,21.0,55.0,16.0,1622.0,17.0,3.0,4.0,15.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,32.0,1717.0,0.0,44.0,0.0,39.02272727272727,0.0,0.022727272727272728,0.6363636363636364,0.3409090909090909,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
77845.0,0.0,0.0,40.0,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,45.0,25.0,1346.0,0.0,21.0,2.0,64.0952380952381,0.14285714285714285,0.5714285714285714,0.23809523809523808,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
69476.0,0.0,0.0,3.0,260.0,86.0,559.0,63.0,9.0,67.0,1.0,4.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,45.0,1044.0,0.0,15.0,0.0,69.6,0.26666666666666666,0.26666666666666666,0.4,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50611.0,0.0,1.0,98.0,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,634.0,54.0,493.0,1.0,22.0,2.0,22.40909090909091,0.18181818181818182,0.3181818181818182,0.22727272727272727,0.2727272727272727,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61209.0,0.0,0.0,73.0,466.0,0.0,224.0,119.0,49.0,99.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,44.0,957.0,0.0,13.0,0.0,73.61538461538461,0.38461538461538464,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42315.0,0.0,1.0,90.0,67.0,15.0,80.0,17.0,11.0,80.0,3.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,56.0,270.0,1.0,12.0,0.0,22.5,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13084.0,0.0,0.0,29.0,2.0,0.0,7.0,3.0,7.0,10.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,62.0,29.0,0.0,5.0,0.0,5.8,0.2,0.6,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
47570.0,1.0,1.0,3.0,67.0,1.0,20.0,0.0,2.0,31.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,397.0,65.0,121.0,2.0,9.0,1.0,13.444444444444445,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61923.0,0.0,2.0,94.0,92.0,4.0,18.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.0,53.0,126.0,2.0,8.0,0.0,15.75,0.25,0.5,0.125,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34824.0,0.0,0.0,65.0,4.0,2.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,19.0,23.0,0.0,4.0,0.0,5.75,0.25,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26518.0,1.0,1.0,33.0,20.0,1.0,28.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,448.0,65.0,57.0,2.0,8.0,1.0,7.125,0.25,0.375,0.0,0.375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45938.0,0.0,0.0,46.0,273.0,11.0,178.0,62.0,83.0,29.0,2.0,8.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,53.0,636.0,0.0,20.0,0.0,31.8,0.4,0.3,0.2,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
78468.0,0.0,0.0,29.0,434.0,22.0,388.0,104.0,22.0,34.0,1.0,10.0,7.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82.0,54.0,1004.0,0.0,28.0,1.0,35.857142857142854,0.35714285714285715,0.35714285714285715,0.25,0.03571428571428571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78901.0,0.0,1.0,99.0,321.0,11.0,309.0,33.0,26.0,34.0,3.0,9.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,41.0,734.0,1.0,20.0,0.0,36.7,0.45,0.25,0.15,0.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71427.0,2.0,0.0,26.0,212.0,123.0,177.0,15.0,64.0,23.0,2.0,8.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,36.0,614.0,2.0,20.0,0.0,30.7,0.4,0.4,0.1,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71022.0,0.0,1.0,30.0,909.0,12.0,278.0,0.0,12.0,242.0,3.0,5.0,2.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,36.0,1453.0,1.0,21.0,1.0,69.19047619047619,0.23809523809523808,0.5238095238095238,0.09523809523809523,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
90247.0,0.0,0.0,27.0,1184.0,32.0,352.0,21.0,16.0,16.0,1.0,3.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,26.0,1621.0,0.0,15.0,4.0,108.06666666666666,0.2,0.4666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41335.0,1.0,0.0,24.0,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,46.0,187.0,1.0,12.0,0.0,15.583333333333334,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
71952.0,1.0,0.0,93.0,656.0,80.0,455.0,52.0,107.0,93.0,2.0,8.0,4.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,536.0,28.0,1443.0,1.0,22.0,2.0,65.5909090909091,0.36363636363636365,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35682.0,1.0,0.0,34.0,23.0,0.0,8.0,6.0,2.0,18.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,44.0,57.0,1.0,6.0,0.0,9.5,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43185.0,0.0,1.0,88.0,537.0,6.0,42.0,16.0,6.0,30.0,2.0,9.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,63.0,637.0,1.0,20.0,0.0,31.85,0.45,0.3,0.15,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66375.0,0.0,1.0,96.0,712.0,0.0,45.0,0.0,0.0,191.0,3.0,2.0,4.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,66.0,948.0,1.0,14.0,1.0,67.71428571428571,0.14285714285714285,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35178.0,1.0,0.0,10.0,23.0,1.0,13.0,2.0,2.0,18.0,1.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,536.0,43.0,59.0,1.0,5.0,2.0,11.8,0.2,0.4,0.2,0.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25252.0,1.0,0.0,26.0,1.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,28.0,18.0,1.0,4.0,0.0,4.5,0.25,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55250.0,0.0,1.0,49.0,664.0,58.0,83.0,32.0,0.0,66.0,4.0,7.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,49.0,903.0,1.0,26.0,0.0,34.73076923076923,0.2692307692307692,0.38461538461538464,0.19230769230769232,0.15384615384615385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33249.0,1.0,0.0,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,39.0,112.0,1.0,8.0,0.0,14.0,0.25,0.375,0.125,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58398.0,0.0,0.0,44.0,299.0,5.0,201.0,21.0,21.0,49.0,3.0,5.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,61.0,596.0,0.0,20.0,0.0,29.8,0.25,0.4,0.2,0.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50272.0,1.0,0.0,75.0,99.0,13.0,66.0,43.0,8.0,4.0,3.0,4.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0,32.0,233.0,1.0,13.0,0.0,17.923076923076923,0.3076923076923077,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
76618.0,0.0,0.0,64.0,749.0,40.0,294.0,121.0,160.0,147.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,39.0,1511.0,0.0,11.0,0.0,137.36363636363637,0.2727272727272727,0.45454545454545453,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
87305.0,0.0,0.0,19.0,345.0,25.0,501.0,63.0,138.0,80.0,1.0,5.0,3.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,645.0,54.0,1152.0,0.0,17.0,2.0,67.76470588235294,0.29411764705882354,0.47058823529411764,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25851.0,1.0,0.0,45.0,9.0,4.0,18.0,7.0,5.0,5.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,36.0,48.0,1.0,7.0,0.0,6.857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58710.0,0.0,1.0,77.0,440.0,81.0,368.0,0.0,122.0,174.0,6.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,44.0,1185.0,1.0,31.0,0.0,38.225806451612904,0.3548387096774194,0.2903225806451613,0.16129032258064516,0.1935483870967742,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45160.0,1.0,1.0,9.0,8.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,56.0,21.0,2.0,4.0,0.0,5.25,0.25,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
74806.0,0.0,1.0,1.0,670.0,9.0,249.0,0.0,28.0,9.0,2.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,49.0,965.0,1.0,16.0,0.0,60.3125,0.3125,0.3125,0.25,0.125,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59111.0,0.0,0.0,90.0,524.0,0.0,134.0,28.0,28.0,155.0,1.0,11.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,60.0,869.0,0.0,21.0,0.0,41.38095238095238,0.5238095238095238,0.38095238095238093,0.047619047619047616,0.047619047619047616,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
18988.0,1.0,0.0,43.0,6.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,30.0,16.0,1.0,6.0,0.0,2.6666666666666665,0.16666666666666666,0.5,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72190.0,0.0,0.0,79.0,597.0,166.0,597.0,172.0,166.0,249.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,49.0,1947.0,0.0,16.0,0.0,121.6875,0.3125,0.25,0.375,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7500.0,1.0,0.0,19.0,7.0,0.0,12.0,13.0,7.0,32.0,5.0,4.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,698.0,38.0,71.0,1.0,12.0,2.0,5.916666666666667,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.4166666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
44794.0,0.0,1.0,99.0,54.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,48.0,65.0,1.0,6.0,0.0,10.833333333333334,0.3333333333333333,0.5,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
80395.0,0.0,0.0,62.0,445.0,25.0,706.0,80.0,76.0,48.0,1.0,6.0,5.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,219.0,59.0,1380.0,0.0,24.0,1.0,57.5,0.25,0.5,0.20833333333333334,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
75012.0,0.0,0.0,41.0,294.0,142.0,218.0,164.0,58.0,151.0,1.0,3.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,38.0,1027.0,0.0,23.0,0.0,44.65217391304348,0.13043478260869565,0.4782608695652174,0.34782608695652173,0.043478260869565216,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
56962.0,2.0,1.0,60.0,292.0,3.0,77.0,10.0,3.0,26.0,7.0,6.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,49.0,411.0,3.0,21.0,0.0,19.571428571428573,0.2857142857142857,0.23809523809523808,0.14285714285714285,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
89891.0,0.0,0.0,17.0,412.0,22.0,132.0,59.0,28.0,183.0,1.0,11.0,6.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,441.0,23.0,836.0,0.0,26.0,1.0,32.15384615384615,0.4230769230769231,0.3076923076923077,0.23076923076923078,0.038461538461538464,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
35946.0,1.0,1.0,24.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,65.0,11.0,2.0,4.0,0.0,2.75,0.0,0.75,0.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53593.0,1.0,1.0,60.0,349.0,4.0,78.0,6.0,0.0,43.0,8.0,7.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,61.0,480.0,2.0,23.0,0.0,20.869565217391305,0.30434782608695654,0.2608695652173913,0.08695652173913043,0.34782608695652173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
66373.0,1.0,1.0,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0,36.0,606.0,2.0,23.0,0.0,26.347826086956523,0.17391304347826086,0.43478260869565216,0.08695652173913043,0.30434782608695654,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45072.0,1.0,2.0,74.0,144.0,2.0,99.0,7.0,2.0,30.0,5.0,6.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,66.0,284.0,3.0,16.0,0.0,17.75,0.375,0.25,0.0625,0.3125,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
89694.0,1.0,1.0,22.0,1126.0,28.0,211.0,37.0,28.0,42.0,3.0,4.0,3.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,264.0,41.0,1472.0,2.0,14.0,3.0,105.14285714285714,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
72025.0,0.0,0.0,46.0,967.0,0.0,617.0,43.0,50.0,0.0,1.0,4.0,8.0,13.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,65.0,1677.0,0.0,26.0,4.0,64.5,0.15384615384615385,0.5,0.3076923076923077,0.038461538461538464,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67432.0,0.0,1.0,69.0,432.0,79.0,341.0,177.0,136.0,170.0,2.0,8.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,41.0,1335.0,1.0,19.0,0.0,70.26315789473684,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.10526315789473684,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70545.0,0.0,1.0,29.0,138.0,39.0,63.0,55.0,18.0,21.0,1.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,62.0,334.0,1.0,13.0,0.0,25.692307692307693,0.3076923076923077,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17487.0,1.0,0.0,37.0,0.0,0.0,1.0,7.0,4.0,6.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,25.0,18.0,1.0,4.0,0.0,4.5,0.25,0.5,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62882.0,0.0,1.0,26.0,509.0,133.0,497.0,78.0,24.0,97.0,2.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690.0,45.0,1338.0,1.0,20.0,0.0,66.9,0.35,0.3,0.25,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
64108.0,0.0,1.0,8.0,948.0,10.0,86.0,13.0,21.0,21.0,4.0,6.0,9.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,61.0,1099.0,1.0,30.0,0.0,36.63333333333333,0.2,0.36666666666666664,0.3,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34941.0,1.0,1.0,26.0,39.0,2.0,25.0,4.0,3.0,24.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,58.0,97.0,2.0,8.0,0.0,12.125,0.375,0.375,0.0,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48767.0,1.0,2.0,79.0,28.0,1.0,21.0,3.0,0.0,10.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,64.0,63.0,3.0,9.0,0.0,7.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38702.0,1.0,0.0,71.0,13.0,11.0,24.0,13.0,8.0,40.0,2.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,36.0,109.0,1.0,9.0,0.0,12.11111111111111,0.3333333333333333,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
82224.0,0.0,0.0,83.0,307.0,26.0,360.0,138.0,31.0,40.0,1.0,6.0,9.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,156.0,50.0,902.0,0.0,21.0,1.0,42.95238095238095,0.2857142857142857,0.23809523809523808,0.42857142857142855,0.047619047619047616,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83844.0,0.0,0.0,57.0,901.0,31.0,345.0,75.0,31.0,191.0,1.0,4.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,414.0,62.0,1574.0,0.0,20.0,1.0,78.7,0.2,0.55,0.2,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
17003.0,1.0,0.0,37.0,2.0,5.0,12.0,4.0,8.0,7.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,39.0,38.0,1.0,9.0,0.0,4.222222222222222,0.2222222222222222,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
71163.0,0.0,0.0,30.0,283.0,17.0,372.0,138.0,106.0,44.0,1.0,3.0,8.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,19.0,960.0,0.0,24.0,0.0,40.0,0.125,0.5,0.3333333333333333,0.041666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
33697.0,1.0,0.0,34.0,4.0,3.0,7.0,0.0,3.0,11.0,1.0,1.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,44.0,28.0,1.0,4.0,1.0,7.0,0.25,0.5,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63564.0,0.0,0.0,0.0,769.0,80.0,252.0,15.0,34.0,65.0,1.0,10.0,10.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,60.0,1215.0,0.0,28.0,2.0,43.392857142857146,0.35714285714285715,0.25,0.35714285714285715,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83443.0,0.0,0.0,89.0,518.0,42.0,742.0,55.0,56.0,84.0,1.0,6.0,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,42.0,1497.0,0.0,22.0,0.0,68.04545454545455,0.2727272727272727,0.22727272727272727,0.45454545454545453,0.045454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
